record_id,timestamp,entity_type,location_zone,sensor_temp_c,mkt_value,anomaly_flag,confidence_score
REC-00572,2025-08-06,Cell Therapy Kits,Tokyo Narita Cold,75.098,98.006,0,0.946
REC-00573,2025-10-06,Cell Therapy Kits,Basel Logistics,10.465,12.786,1,0.937
REC-00574,2025-09-24,Insulin Analogs,Basel Logistics,68.46,69.004,0,0.897
REC-00575,2025-11-30,Cell Therapy Kits,Chicago O'Hare Bio,82.673,87.781,0,0.91
REC-00576,2025-12-15,Monoclonal Antibodies,Tokyo Narita Cold,56.929,64.26,0,0.942
REC-00577,2025-09-05,Cell Therapy Kits,Liege Cargo Port,39.27,47.232,0,0.974
REC-00578,2025-12-04,Monoclonal Antibodies,Tokyo Narita Cold,76.564,101.418,0,0.936
REC-00579,2025-06-23,Enzyme Replacements,Frankfurt Pharma Hub,23.663,31.526,1,0.89
REC-00580,2025-03-16,Enzyme Replacements,Tokyo Narita Cold,17.492,17.169,0,0.947
REC-00581,2025-07-16,Enzyme Replacements,Liege Cargo Port,34.35,45.746,0,0.965
REC-00582,2025-03-31,Insulin Analogs,Tokyo Narita Cold,10.91,13.913,0,0.937
REC-00583,2025-04-10,Enzyme Replacements,Liege Cargo Port,53.844,52.004,0,0.884
REC-00584,2025-05-03,mRNA Vaccines,Basel Logistics,17.382,17.173,0,0.954
REC-00585,2025-07-27,Monoclonal Antibodies,Liege Cargo Port,11.306,13.588,0,0.94
REC-00586,2025-10-14,Cell Therapy Kits,Chicago O'Hare Bio,91.879,90.8,1,0.901
REC-00587,2025-07-26,mRNA Vaccines,Chicago O'Hare Bio,24.878,27.443,0,0.935
REC-00588,2025-06-24,Enzyme Replacements,Chicago O'Hare Bio,84.47,106.143,0,0.956
REC-00589,2025-07-13,Insulin Analogs,Basel Logistics,74.385,98.978,0,0.931
REC-00590,2025-10-28,Insulin Analogs,Frankfurt Pharma Hub,31.915,33.234,0,0.904
REC-00591,2025-12-26,Cell Therapy Kits,Tokyo Narita Cold,91.213,101.087,1,0.972
REC-00592,2025-05-08,mRNA Vaccines,Tokyo Narita Cold,67.264,84.789,0,0.982
REC-00593,2025-09-01,Cell Therapy Kits,Basel Logistics,86.017,84.687,0,0.955
REC-00594,2025-04-08,Monoclonal Antibodies,Basel Logistics,72.511,93.276,0,0.902
REC-00595,2025-05-08,Cell Therapy Kits,Basel Logistics,76.21,69.346,0,0.985
REC-00596,2025-09-10,mRNA Vaccines,Liege Cargo Port,91.429,116.481,1,0.915
REC-00597,2025-10-22,Insulin Analogs,Basel Logistics,93.674,122.526,1,0.904
REC-00598,2025-10-23,mRNA Vaccines,Liege Cargo Port,77.938,84.887,0,0.935
REC-00599,2025-07-21,Monoclonal Antibodies,Tokyo Narita Cold,93.003,111.522,1,0.956
REC-00600,2025-01-07,Monoclonal Antibodies,Tokyo Narita Cold,59.386,60.141,0,0.909
REC-00601,2025-10-08,Monoclonal Antibodies,Chicago O'Hare Bio,50.064,57.901,0,0.935
REC-00602,2025-04-18,Cell Therapy Kits,Chicago O'Hare Bio,82.618,81.777,0,0.894
REC-00603,2025-10-22,Monoclonal Antibodies,Frankfurt Pharma Hub,71.269,89.232,0,0.974
REC-00604,2025-04-11,Monoclonal Antibodies,Tokyo Narita Cold,78.482,73.64,0,0.99
REC-00605,2025-11-19,Enzyme Replacements,Chicago O'Hare Bio,76.753,76.754,0,0.942
REC-00606,2025-07-23,Monoclonal Antibodies,Frankfurt Pharma Hub,28.315,27.668,0,0.891
REC-00607,2025-06-21,Cell Therapy Kits,Chicago O'Hare Bio,57.63,75.837,0,0.882
REC-00608,2025-03-04,Enzyme Replacements,Basel Logistics,59.033,69.36,0,0.988
REC-00609,2025-05-26,Cell Therapy Kits,Liege Cargo Port,51.437,62.664,0,0.922
REC-00610,2025-05-27,Monoclonal Antibodies,Basel Logistics,64.449,84.704,0,0.947
REC-00611,2025-07-27,mRNA Vaccines,Basel Logistics,39.208,39.472,0,0.958
REC-00612,2025-11-06,Insulin Analogs,Chicago O'Hare Bio,85.454,106.005,0,0.962
REC-00613,2025-09-24,Insulin Analogs,Basel Logistics,25.63,22.082,0,0.953
REC-00614,2025-12-25,Monoclonal Antibodies,Basel Logistics,43.749,39.277,0,0.932
REC-00615,2025-01-28,Insulin Analogs,Liege Cargo Port,75.025,66.894,0,0.897
REC-00616,2025-12-02,Cell Therapy Kits,Basel Logistics,31.029,30.783,0,0.894
REC-00617,2025-03-29,mRNA Vaccines,Chicago O'Hare Bio,83.131,84.179,0,0.987
REC-00618,2025-10-04,Enzyme Replacements,Tokyo Narita Cold,21.485,28.451,0,0.945
REC-00619,2025-08-22,Enzyme Replacements,Tokyo Narita Cold,54.494,63.745,0,0.918
REC-00620,2025-10-04,mRNA Vaccines,Tokyo Narita Cold,36.169,38.198,0,0.881
REC-00621,2025-09-25,Cell Therapy Kits,Chicago O'Hare Bio,49.882,42.607,0,0.984
REC-00622,2025-09-02,mRNA Vaccines,Tokyo Narita Cold,77.827,89.384,0,0.94
REC-00623,2025-04-07,Enzyme Replacements,Tokyo Narita Cold,43.554,40.576,0,0.923
REC-00624,2025-07-13,Cell Therapy Kits,Frankfurt Pharma Hub,45.89,44.503,0,0.98
REC-00625,2025-12-22,Cell Therapy Kits,Chicago O'Hare Bio,65.119,72.671,0,0.901
REC-00626,2025-02-05,Monoclonal Antibodies,Chicago O'Hare Bio,19.38,20.885,0,0.957
REC-00627,2025-09-09,Cell Therapy Kits,Frankfurt Pharma Hub,22.933,30.612,1,0.987
REC-00628,2025-05-25,Monoclonal Antibodies,Tokyo Narita Cold,71.804,69.392,0,0.934
REC-00629,2025-06-25,Cell Therapy Kits,Tokyo Narita Cold,94.827,102.588,1,0.916
REC-00630,2025-03-16,Cell Therapy Kits,Tokyo Narita Cold,16.068,17.435,0,0.973
REC-00631,2025-07-15,mRNA Vaccines,Basel Logistics,42.708,57.121,0,0.989
REC-00632,2025-04-12,mRNA Vaccines,Liege Cargo Port,66.611,63.562,0,0.986
REC-00633,2025-06-15,mRNA Vaccines,Liege Cargo Port,54.279,53.012,0,0.902
REC-00634,2025-01-27,Monoclonal Antibodies,Frankfurt Pharma Hub,30.057,32.073,1,0.967
REC-00635,2025-10-27,Insulin Analogs,Basel Logistics,10.759,9.371,0,0.932
REC-00636,2025-11-02,Cell Therapy Kits,Frankfurt Pharma Hub,31.141,34.254,0,0.917
REC-00637,2025-11-17,mRNA Vaccines,Chicago O'Hare Bio,64.789,77.79,0,0.894
REC-00638,2025-04-30,Enzyme Replacements,Chicago O'Hare Bio,78.47,83.913,0,0.956
REC-00639,2025-07-03,Cell Therapy Kits,Frankfurt Pharma Hub,51.251,54.775,0,0.957
REC-00640,2025-04-08,Monoclonal Antibodies,Liege Cargo Port,39.551,48.102,0,0.971
REC-00641,2025-10-11,mRNA Vaccines,Liege Cargo Port,23.177,23.127,0,0.92
REC-00642,2025-01-01,Enzyme Replacements,Tokyo Narita Cold,72.361,93.452,0,0.92
REC-00643,2025-11-14,Cell Therapy Kits,Frankfurt Pharma Hub,65.955,73.835,0,0.938
REC-00644,2025-09-12,Monoclonal Antibodies,Liege Cargo Port,34.066,35.936,0,0.891
REC-00645,2025-12-04,mRNA Vaccines,Basel Logistics,25.184,21.8,0,0.901
REC-00646,2025-01-17,Insulin Analogs,Tokyo Narita Cold,54.695,65.67,0,0.92
REC-00647,2025-11-07,mRNA Vaccines,Basel Logistics,65.739,86.394,0,0.931
REC-00648,2025-11-24,Cell Therapy Kits,Liege Cargo Port,73.196,94.805,0,0.967
REC-00649,2025-01-30,Cell Therapy Kits,Liege Cargo Port,13.456,11.911,0,0.984
REC-00650,2025-09-23,mRNA Vaccines,Basel Logistics,55.191,52.141,0,0.907
REC-00651,2025-11-17,Enzyme Replacements,Liege Cargo Port,45.291,40.887,0,0.919
REC-00652,2025-08-23,Insulin Analogs,Frankfurt Pharma Hub,24.179,22.733,0,0.917
REC-00653,2025-03-22,Enzyme Replacements,Tokyo Narita Cold,89.349,116.265,0,0.99
REC-00654,2025-07-10,Insulin Analogs,Chicago O'Hare Bio,61.715,69.835,0,0.964
REC-00655,2025-05-11,Insulin Analogs,Tokyo Narita Cold,91.585,77.856,1,0.911
REC-00656,2025-01-09,Monoclonal Antibodies,Chicago O'Hare Bio,10.558,14.171,0,0.915
REC-00657,2025-12-20,Enzyme Replacements,Liege Cargo Port,57.287,75.216,0,0.884
REC-00658,2025-07-02,Monoclonal Antibodies,Chicago O'Hare Bio,41.202,47.015,0,0.969
REC-00659,2025-02-17,Insulin Analogs,Liege Cargo Port,88.02,107.132,0,0.967
REC-00660,2025-03-30,Enzyme Replacements,Frankfurt Pharma Hub,60.595,60.607,0,0.943
REC-00661,2025-02-10,Cell Therapy Kits,Chicago O'Hare Bio,84.782,90.475,0,0.893
REC-00662,2025-04-27,Enzyme Replacements,Frankfurt Pharma Hub,63.88,74.49,0,0.938
REC-00663,2025-06-13,Enzyme Replacements,Basel Logistics,37.781,45.295,0,0.954
REC-00664,2025-07-21,Enzyme Replacements,Liege Cargo Port,52.902,50.841,0,0.923
REC-00665,2025-03-09,mRNA Vaccines,Tokyo Narita Cold,58.572,51.23,0,0.889
REC-00666,2025-09-14,Monoclonal Antibodies,Basel Logistics,50.878,48.286,0,0.943
REC-00667,2025-10-15,Enzyme Replacements,Basel Logistics,30.597,30.081,0,0.955
REC-00668,2025-10-22,mRNA Vaccines,Tokyo Narita Cold,46.001,47.112,0,0.945
REC-00669,2025-01-13,Monoclonal Antibodies,Chicago O'Hare Bio,62.379,83.905,0,0.896
REC-00670,2025-01-23,Monoclonal Antibodies,Chicago O'Hare Bio,23.259,28.242,0,0.961
REC-00671,2025-05-05,Monoclonal Antibodies,Chicago O'Hare Bio,11.167,13.366,0,0.93
REC-00672,2025-01-12,Monoclonal Antibodies,Liege Cargo Port,28.009,31.46,0,0.94
REC-00673,2025-11-15,mRNA Vaccines,Tokyo Narita Cold,59.555,70.38,1,0.899
REC-00674,2025-05-26,Enzyme Replacements,Chicago O'Hare Bio,14.512,17.086,1,0.923
REC-00675,2025-05-19,Cell Therapy Kits,Frankfurt Pharma Hub,11.622,14.919,0,0.905
REC-00676,2025-07-14,mRNA Vaccines,Chicago O'Hare Bio,51.196,58.801,0,0.902
REC-00677,2025-08-23,mRNA Vaccines,Frankfurt Pharma Hub,31.028,34.587,0,0.923
REC-00678,2025-03-22,Cell Therapy Kits,Chicago O'Hare Bio,40.207,40.254,0,0.988
REC-00679,2025-05-22,Cell Therapy Kits,Tokyo Narita Cold,85.684,107.742,1,0.941
REC-00680,2025-05-24,Monoclonal Antibodies,Chicago O'Hare Bio,86.26,101.654,0,0.922
REC-00681,2025-12-14,Monoclonal Antibodies,Tokyo Narita Cold,30.431,28.191,0,0.98
REC-00682,2025-06-18,Enzyme Replacements,Basel Logistics,27.574,25.348,0,0.968
REC-00683,2025-03-12,Enzyme Replacements,Basel Logistics,46.555,60.731,0,0.952
REC-00684,2025-10-17,Cell Therapy Kits,Frankfurt Pharma Hub,57.374,75.98,0,0.915
REC-00685,2025-03-16,Cell Therapy Kits,Tokyo Narita Cold,91.702,91.856,1,0.97
REC-00686,2025-11-23,Monoclonal Antibodies,Basel Logistics,19.076,17.977,0,0.947
REC-00687,2025-05-17,Enzyme Replacements,Liege Cargo Port,29.627,28.622,0,0.92
REC-00688,2025-12-19,Monoclonal Antibodies,Liege Cargo Port,81.922,88.835,0,0.9
REC-00689,2025-07-18,Insulin Analogs,Basel Logistics,23.922,23.04,0,0.987
REC-00690,2025-05-19,Monoclonal Antibodies,Basel Logistics,74.411,65.71,0,0.988
REC-00691,2025-11-12,Cell Therapy Kits,Tokyo Narita Cold,85.445,90.894,0,0.947
REC-00692,2025-07-14,Insulin Analogs,Liege Cargo Port,89.827,102.041,0,0.951
REC-00693,2025-12-27,Enzyme Replacements,Frankfurt Pharma Hub,48.387,61.137,1,0.99
REC-00694,2025-09-23,Insulin Analogs,Frankfurt Pharma Hub,57.405,63.608,0,0.885
REC-00695,2025-05-30,Insulin Analogs,Chicago O'Hare Bio,75.763,75.229,0,0.912
REC-00696,2025-01-28,Enzyme Replacements,Basel Logistics,49.404,57.953,0,0.935
REC-00697,2025-04-03,Enzyme Replacements,Basel Logistics,43.411,43.92,1,0.93
REC-00698,2025-04-14,mRNA Vaccines,Chicago O'Hare Bio,37.546,44.09,0,0.898
REC-00699,2025-03-05,mRNA Vaccines,Tokyo Narita Cold,63.896,57.037,0,0.96
REC-00700,2025-09-19,Monoclonal Antibodies,Tokyo Narita Cold,56.779,49.509,0,0.917
REC-00701,2025-12-04,Monoclonal Antibodies,Basel Logistics,25.204,30.397,0,0.914
REC-00702,2025-08-17,Monoclonal Antibodies,Frankfurt Pharma Hub,86.376,114.899,1,0.964
REC-00703,2025-01-07,Insulin Analogs,Tokyo Narita Cold,56.198,47.93,0,0.906
REC-00704,2025-10-29,Insulin Analogs,Tokyo Narita Cold,44.863,39.915,0,0.907
REC-00705,2025-10-08,Enzyme Replacements,Liege Cargo Port,79.71,76.029,0,0.886
REC-00706,2025-06-28,Monoclonal Antibodies,Frankfurt Pharma Hub,66.695,84.636,0,0.981
REC-00707,2025-01-26,Insulin Analogs,Basel Logistics,23.713,23.528,0,0.957
REC-00708,2025-10-21,Monoclonal Antibodies,Tokyo Narita Cold,73.693,75.911,1,0.965
REC-00709,2025-06-15,Insulin Analogs,Frankfurt Pharma Hub,74.468,94.698,0,0.932
REC-00710,2025-03-04,Cell Therapy Kits,Chicago O'Hare Bio,54.799,60.954,0,0.947
REC-00711,2025-02-25,Enzyme Replacements,Frankfurt Pharma Hub,51.111,61.043,0,0.988
REC-00712,2025-05-28,Enzyme Replacements,Chicago O'Hare Bio,32.071,36.483,0,0.982
REC-00713,2025-11-11,Insulin Analogs,Liege Cargo Port,71.981,79.098,0,0.977
REC-00714,2025-04-30,Monoclonal Antibodies,Frankfurt Pharma Hub,20.048,21.701,0,0.961
REC-00715,2025-04-17,Insulin Analogs,Tokyo Narita Cold,13.867,14.211,0,0.903
REC-00716,2025-11-24,Cell Therapy Kits,Chicago O'Hare Bio,77.167,77.467,0,0.916
REC-00717,2025-01-04,Cell Therapy Kits,Chicago O'Hare Bio,43.664,49.535,0,0.972
REC-00718,2025-04-10,Cell Therapy Kits,Tokyo Narita Cold,87.874,109.722,0,0.933
REC-00719,2025-11-18,Enzyme Replacements,Chicago O'Hare Bio,49.31,61.987,0,0.886
REC-00720,2025-09-24,Enzyme Replacements,Chicago O'Hare Bio,57.19,49.147,0,0.916
REC-00721,2025-07-01,Monoclonal Antibodies,Chicago O'Hare Bio,81.463,83.058,0,0.939
REC-00722,2025-03-26,Enzyme Replacements,Tokyo Narita Cold,25.927,23.553,0,0.914
REC-00723,2025-06-11,Cell Therapy Kits,Tokyo Narita Cold,17.378,22.392,0,0.971
REC-00724,2025-06-04,Enzyme Replacements,Chicago O'Hare Bio,24.876,25.799,1,0.902
REC-00725,2025-02-17,Enzyme Replacements,Frankfurt Pharma Hub,77.917,101.485,0,0.917
REC-00726,2025-09-05,Cell Therapy Kits,Chicago O'Hare Bio,22.18,28.521,0,0.983
REC-00727,2025-12-13,Monoclonal Antibodies,Frankfurt Pharma Hub,49.046,59.191,0,0.88
REC-00728,2025-01-23,Enzyme Replacements,Frankfurt Pharma Hub,38.33,49.622,0,0.964
REC-00729,2025-06-09,Enzyme Replacements,Chicago O'Hare Bio,64.302,61.403,0,0.912
REC-00730,2025-09-30,Insulin Analogs,Frankfurt Pharma Hub,33.176,30.812,0,0.985
REC-00731,2025-10-14,mRNA Vaccines,Basel Logistics,56.115,63.112,0,0.984
REC-00732,2025-05-26,Monoclonal Antibodies,Basel Logistics,16.056,18.571,0,0.929
REC-00733,2025-03-08,Insulin Analogs,Frankfurt Pharma Hub,19.004,16.665,0,0.9
REC-00734,2025-11-02,Insulin Analogs,Liege Cargo Port,40.228,40.878,0,0.963
REC-00735,2025-10-01,Insulin Analogs,Liege Cargo Port,21.203,26.64,0,0.932
REC-00736,2025-08-22,Insulin Analogs,Tokyo Narita Cold,29.694,28.563,0,0.948
REC-00737,2025-07-06,Monoclonal Antibodies,Chicago O'Hare Bio,77.046,99.482,0,0.883
REC-00738,2025-09-01,Cell Therapy Kits,Tokyo Narita Cold,49.206,46.027,0,0.946
REC-00739,2025-03-07,mRNA Vaccines,Tokyo Narita Cold,79.492,99.236,0,0.951
REC-00740,2025-06-04,Insulin Analogs,Tokyo Narita Cold,60.196,58.347,0,0.897
REC-00741,2025-09-04,mRNA Vaccines,Chicago O'Hare Bio,27.7,33.158,0,0.988
REC-00742,2025-10-18,Enzyme Replacements,Basel Logistics,24.712,29.279,0,0.958
REC-00743,2025-09-07,Enzyme Replacements,Liege Cargo Port,49.347,55.641,0,0.899
REC-00744,2025-07-27,Enzyme Replacements,Frankfurt Pharma Hub,68.268,78.386,0,0.916
REC-00745,2025-11-27,mRNA Vaccines,Frankfurt Pharma Hub,28.497,26.202,0,0.963
REC-00746,2025-01-01,Monoclonal Antibodies,Tokyo Narita Cold,55.157,57.639,0,0.902
REC-00747,2025-12-15,Cell Therapy Kits,Liege Cargo Port,77.519,92.231,0,0.983
REC-00748,2025-06-26,Enzyme Replacements,Frankfurt Pharma Hub,61.977,68.498,0,0.974
REC-00749,2025-02-01,Enzyme Replacements,Frankfurt Pharma Hub,10.072,11.382,0,0.892
REC-00750,2025-05-25,Monoclonal Antibodies,Tokyo Narita Cold,69.689,72.974,0,0.922
REC-00751,2025-07-15,Enzyme Replacements,Basel Logistics,66.311,72.109,0,0.922
REC-00752,2025-07-04,Monoclonal Antibodies,Chicago O'Hare Bio,94.784,112.322,1,0.888
REC-00753,2025-01-09,Insulin Analogs,Tokyo Narita Cold,92.873,85.247,1,0.969
REC-00754,2025-08-22,Enzyme Replacements,Tokyo Narita Cold,62.976,67.838,0,0.97
REC-00755,2025-07-16,Monoclonal Antibodies,Basel Logistics,46.106,39.361,0,0.96
REC-00756,2025-09-14,Insulin Analogs,Liege Cargo Port,58.99,51.128,1,0.933
REC-00757,2025-07-08,Enzyme Replacements,Tokyo Narita Cold,91.748,81.659,1,0.938
REC-00758,2025-05-24,Enzyme Replacements,Frankfurt Pharma Hub,54.485,62.932,0,0.949
REC-00759,2025-12-06,mRNA Vaccines,Liege Cargo Port,77.838,78.324,0,0.918
REC-00760,2025-01-06,Insulin Analogs,Liege Cargo Port,87.015,98.935,0,0.919
REC-00761,2025-05-31,Monoclonal Antibodies,Frankfurt Pharma Hub,69.079,79.359,0,0.966
REC-00762,2025-05-14,Insulin Analogs,Liege Cargo Port,24.372,21.345,0,0.969
REC-00763,2025-11-16,Cell Therapy Kits,Tokyo Narita Cold,17.013,18.762,0,0.911
REC-00764,2025-03-09,Cell Therapy Kits,Chicago O'Hare Bio,82.918,71.069,0,0.899
REC-00765,2025-10-30,Insulin Analogs,Chicago O'Hare Bio,78.666,77.142,0,0.933
REC-00766,2025-09-28,Cell Therapy Kits,Frankfurt Pharma Hub,92.224,105.852,1,0.972
REC-00767,2025-07-31,Monoclonal Antibodies,Tokyo Narita Cold,71.71,66.951,0,0.973
REC-00768,2025-01-28,Cell Therapy Kits,Frankfurt Pharma Hub,14.464,15.65,0,0.932
REC-00769,2025-09-30,Insulin Analogs,Tokyo Narita Cold,50.34,46.442,0,0.881
REC-00770,2025-08-18,Cell Therapy Kits,Liege Cargo Port,68.044,59.233,0,0.95
REC-00771,2025-08-10,Cell Therapy Kits,Chicago O'Hare Bio,32.978,41.261,0,0.944
REC-00772,2025-08-25,Monoclonal Antibodies,Liege Cargo Port,75.492,83.794,0,0.989
REC-00773,2025-06-10,mRNA Vaccines,Frankfurt Pharma Hub,80.694,69.073,0,0.891
REC-00774,2025-08-17,Monoclonal Antibodies,Chicago O'Hare Bio,31.411,27.234,0,0.886
REC-00775,2025-11-01,Monoclonal Antibodies,Liege Cargo Port,64.237,77.344,0,0.974
REC-00776,2025-03-08,Enzyme Replacements,Basel Logistics,86.16,103.205,0,0.931
REC-00777,2025-02-08,Insulin Analogs,Chicago O'Hare Bio,75.396,90.182,0,0.965
REC-00778,2025-05-12,mRNA Vaccines,Chicago O'Hare Bio,76.054,79.203,0,0.887
REC-00779,2025-05-16,Insulin Analogs,Frankfurt Pharma Hub,51.796,68.075,0,0.9
REC-00780,2025-09-09,Monoclonal Antibodies,Liege Cargo Port,75.34,72.266,0,0.98
REC-00781,2025-05-13,mRNA Vaccines,Frankfurt Pharma Hub,15.985,19.402,0,0.882
REC-00782,2025-09-12,mRNA Vaccines,Frankfurt Pharma Hub,66.491,65.375,0,0.98
REC-00783,2025-10-22,Enzyme Replacements,Tokyo Narita Cold,50.642,53.273,0,0.969
REC-00784,2025-02-05,Monoclonal Antibodies,Frankfurt Pharma Hub,42.676,50.982,0,0.893
REC-00785,2025-10-02,Cell Therapy Kits,Chicago O'Hare Bio,44.052,51.371,0,0.89
REC-00786,2025-10-01,mRNA Vaccines,Tokyo Narita Cold,74.639,74.264,0,0.941
REC-00787,2025-07-16,Monoclonal Antibodies,Chicago O'Hare Bio,69.15,89.773,0,0.92
REC-00788,2025-02-13,Insulin Analogs,Basel Logistics,21.895,20.725,0,0.945
REC-00789,2025-09-08,mRNA Vaccines,Liege Cargo Port,64.69,71.149,0,0.969
REC-00790,2025-01-09,Cell Therapy Kits,Frankfurt Pharma Hub,38.706,46.854,0,0.903
REC-00791,2025-12-01,Enzyme Replacements,Tokyo Narita Cold,89.908,115.541,0,0.962
REC-00792,2025-04-30,mRNA Vaccines,Basel Logistics,51.556,44.314,0,0.948
REC-00793,2025-05-05,Monoclonal Antibodies,Frankfurt Pharma Hub,24.641,21.56,0,0.967
REC-00794,2025-08-22,Monoclonal Antibodies,Liege Cargo Port,15.436,19.43,0,0.945
REC-00795,2025-11-12,mRNA Vaccines,Basel Logistics,46.228,58.051,0,0.955
REC-00796,2025-06-16,Enzyme Replacements,Liege Cargo Port,21.673,27.486,0,0.964
REC-00797,2025-10-31,Cell Therapy Kits,Frankfurt Pharma Hub,20.263,18.654,0,0.957
REC-00798,2025-10-11,Insulin Analogs,Basel Logistics,88.682,77.184,0,0.973
REC-00799,2025-11-10,Monoclonal Antibodies,Frankfurt Pharma Hub,84.768,75.474,1,0.982
REC-00800,2025-11-30,Cell Therapy Kits,Tokyo Narita Cold,68.948,85.918,0,0.894
REC-00801,2025-03-15,Cell Therapy Kits,Liege Cargo Port,48.286,46.819,0,0.956
REC-00802,2025-11-02,Insulin Analogs,Liege Cargo Port,90.775,105.625,1,0.918
REC-00803,2025-01-03,Monoclonal Antibodies,Basel Logistics,19.988,22.289,0,0.92
REC-00804,2025-10-04,Monoclonal Antibodies,Tokyo Narita Cold,75.478,89.039,0,0.901
REC-00805,2025-03-18,Insulin Analogs,Tokyo Narita Cold,24.988,29.613,1,0.951
REC-00806,2025-05-26,Insulin Analogs,Chicago O'Hare Bio,38.415,48.118,0,0.885
REC-00807,2025-01-27,Monoclonal Antibodies,Basel Logistics,76.767,83.87,0,0.978
REC-00808,2025-08-16,Enzyme Replacements,Chicago O'Hare Bio,45.621,55.819,0,0.905
REC-00809,2025-02-26,Monoclonal Antibodies,Frankfurt Pharma Hub,30.155,31.853,0,0.978
REC-00810,2025-02-07,Enzyme Replacements,Tokyo Narita Cold,14.619,15.612,0,0.947
REC-00811,2025-04-02,Cell Therapy Kits,Basel Logistics,48.908,46.32,0,0.91
REC-00812,2025-06-21,mRNA Vaccines,Liege Cargo Port,15.07,13.838,0,0.93
REC-00813,2025-03-29,Monoclonal Antibodies,Chicago O'Hare Bio,61.309,76.316,0,0.947
REC-00814,2025-03-29,Enzyme Replacements,Basel Logistics,17.35,22.182,0,0.99
REC-00815,2025-10-30,Insulin Analogs,Chicago O'Hare Bio,11.233,11.953,0,0.907
REC-00816,2025-08-11,Monoclonal Antibodies,Liege Cargo Port,90.431,118.182,1,0.926
REC-00817,2025-01-23,Insulin Analogs,Liege Cargo Port,12.858,14.344,0,0.968
REC-00818,2025-02-20,Insulin Analogs,Basel Logistics,17.063,20.928,0,0.925
REC-00819,2025-04-22,Cell Therapy Kits,Chicago O'Hare Bio,30.32,40.916,1,0.954
REC-00820,2025-03-24,Enzyme Replacements,Liege Cargo Port,12.075,13.01,0,0.976
REC-00821,2025-07-27,Cell Therapy Kits,Tokyo Narita Cold,69.832,59.405,0,0.922
REC-00822,2025-12-20,Enzyme Replacements,Frankfurt Pharma Hub,35.21,43.183,0,0.947
REC-00823,2025-10-22,mRNA Vaccines,Liege Cargo Port,84.872,103.364,0,0.984
REC-00824,2025-12-12,mRNA Vaccines,Frankfurt Pharma Hub,42.551,46.069,1,0.92
REC-00825,2025-11-28,mRNA Vaccines,Liege Cargo Port,70.294,66.945,0,0.906
REC-00826,2025-02-28,Insulin Analogs,Liege Cargo Port,84.046,100.975,0,0.964
REC-00827,2025-06-14,Cell Therapy Kits,Liege Cargo Port,67.819,67.044,0,0.918
REC-00828,2025-09-06,Enzyme Replacements,Frankfurt Pharma Hub,49.964,55.757,0,0.979
REC-00829,2025-08-20,Cell Therapy Kits,Frankfurt Pharma Hub,26.01,33.605,0,0.923
REC-00830,2025-04-02,mRNA Vaccines,Frankfurt Pharma Hub,24.005,21.749,0,0.897
REC-00831,2025-04-15,mRNA Vaccines,Chicago O'Hare Bio,45.406,54.088,0,0.932
REC-00832,2025-08-04,mRNA Vaccines,Chicago O'Hare Bio,26.07,22.447,0,0.972
REC-00833,2025-09-24,Cell Therapy Kits,Tokyo Narita Cold,59.19,69.719,0,0.933
REC-00834,2025-12-07,Enzyme Replacements,Liege Cargo Port,47.847,47.945,0,0.967
REC-00835,2025-03-29,Monoclonal Antibodies,Tokyo Narita Cold,41.612,41.365,0,0.896
REC-00836,2025-05-26,Monoclonal Antibodies,Liege Cargo Port,88.551,106.784,0,0.987
REC-00837,2025-12-21,Monoclonal Antibodies,Basel Logistics,30.222,26.311,0,0.894
REC-00838,2025-05-14,Monoclonal Antibodies,Basel Logistics,57.811,50.142,0,0.918
REC-00839,2025-07-10,Enzyme Replacements,Basel Logistics,55.36,50.419,1,0.982
REC-00840,2025-03-16,Cell Therapy Kits,Basel Logistics,10.365,12.638,0,0.916
REC-00841,2025-06-01,Cell Therapy Kits,Liege Cargo Port,66.685,83.342,0,0.981
REC-00842,2025-06-23,mRNA Vaccines,Tokyo Narita Cold,86.515,79.569,0,0.914
REC-00843,2025-07-25,Monoclonal Antibodies,Tokyo Narita Cold,40.378,40.91,0,0.901
REC-00844,2025-09-27,Cell Therapy Kits,Basel Logistics,11.917,13.338,0,0.954
REC-00845,2025-02-14,Insulin Analogs,Basel Logistics,51.69,59.525,0,0.886
REC-00846,2025-12-08,Insulin Analogs,Basel Logistics,70.857,75.379,0,0.881
REC-00847,2025-06-26,Cell Therapy Kits,Tokyo Narita Cold,84.316,75.362,0,0.929
REC-00848,2025-08-01,Cell Therapy Kits,Basel Logistics,78.482,104.788,0,0.979
REC-00849,2025-03-13,Enzyme Replacements,Frankfurt Pharma Hub,22.209,22.245,0,0.938
REC-00850,2025-06-21,Enzyme Replacements,Tokyo Narita Cold,17.518,18.477,0,0.926
REC-00851,2025-10-12,Enzyme Replacements,Basel Logistics,26.937,34.106,0,0.934
REC-00852,2025-06-04,Cell Therapy Kits,Tokyo Narita Cold,57.539,62.241,1,0.88
REC-00853,2025-05-15,Insulin Analogs,Frankfurt Pharma Hub,65.574,85.006,0,0.934
REC-00854,2025-12-19,Monoclonal Antibodies,Frankfurt Pharma Hub,20.145,19.916,0,0.887
REC-00855,2025-07-05,Insulin Analogs,Liege Cargo Port,47.066,46.076,0,0.987
REC-00856,2025-03-03,Enzyme Replacements,Liege Cargo Port,11.491,11.259,0,0.896
